t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R)
118,124,2.221665345565223,2.221665345565223,0.056247696624371325,0.11395653460069617,0.6391332909065054,1.5399410704262708,3.0798821408525416,6.655514576746216,8.195455647172487
119,125,2.5404937209525684,2.5404937209525684,0.06431973221237124,0.13031029231854377,0.7308544986943714,1.760936059908517,3.521872119817034,7.610639030618874,9.371575090527388
120,126,2.8285250486072733,2.8285250486072733,0.07161205405939314,0.14508436800077357,0.8137159479651148,1.9605841625853138,3.9211683251706275,8.473503774668675,10.434087937253992
121,127,3.0894270420900987,3.0894270420900987,0.07821752063310976,0.15846689075878692,0.8887727741570551,2.1414276437704034,4.282855287540807,9.255096296779751,11.396523940550153
122,128,3.324930888332214,3.324930888332214,0.08417996179182936,0.1705466588734842,0.9565230087143525,2.3046664708041487,4.609332941608297,9.960602769513352,12.265269240317501
123,129,3.5363198495954005,3.5363198495954005,0.0895318669230892,0.1813894950938353,1.017335823183975,2.4511901333052215,4.902380266610443,10.593867503042533,13.045057636347755
124,130,3.7249014447388813,3.7249014447388813,0.09430633953830295,0.19106246636960375,1.0715873673011145,2.5819049342844225,5.163809868568845,11.158807473812152,13.740712408096574
125,131,3.892134332447183,3.892134332447183,0.09854030967796004,0.19964039211010584,1.1196972710191346,2.69782193889633,5.39564387779266,11.659792432719541,14.35761437161587
126,132,4.039623159926238,4.039623159926238,0.10227440349190281,0.20720557995686367,1.1621271625717924,2.800053403827529,5.600106807655058,12.101629473187183,14.901682877014713
127,133,4.169065794163904,4.169065794163904,0.10555160725051271,0.2138451191011163,1.199365487852902,2.8897762007936194,5.779552401587239,12.489404950146803,15.379181150940424
128,134,4.282190189999835,4.282190189999835,0.10841566898262561,0.21964764203914253,1.2319093484918382,2.968188056819842,5.936376113639684,12.8282953536788,15.796483410498642
129,135,4.3806973714611015,4.3806973714611015,0.11090965488793555,0.2247003998971231,1.260248098605999,3.0364680319146258,6.0729360638292516,13.123396496359154,16.15986452827378
130,136,4.466216812763673,4.466216812763673,0.11307481968175781,0.22908697377571477,1.2848505087148414,3.0957455915365655,6.191491183073131,13.379589846685576,16.475335438222135
131,137,9.080550736831114,6.4209190029217815,1.0996968213748664,1.6134391139080766,4.364470290350995,7.620157498427036,12.225302227663114,21.538451223949266,25.296795249475206
132,138,3.4593190258271087,2.4461079414499904,0.4189395827494977,0.6146544175032725,1.662684957183249,2.902968837252148,4.6573409276935696,8.20527039220734,9.637045993699399
133,139,2.5656014033433854,1.8141541501258305,0.3107062324675926,0.45585799527135634,1.2331290718257326,2.152984696441946,3.45411346300513,6.085432732826878,7.147308051360867
134,140,2.2713646556635654,1.6060973505671547,0.2750727972792667,0.4035777876920754,1.0917073033894467,1.9060690165315872,3.0579774497696857,5.387523099164409,6.327616936070054
135,141,2.10919776891056,1.4914280452601938,0.2554336349571836,0.37476385276115204,1.0137635112313952,1.7699828634004477,2.839649370412842,5.002874229101687,5.875848904666795
136,142,3.007380588793133,1.7363119924953703,0.6201941777412235,0.8197031286076796,1.7315489134358015,2.680639026918103,3.93004701879615,6.311282509821811,7.242461817335389
137,143,2.148979797782638,1.2407140647328734,0.4431712978513148,0.5857341335916617,1.2373105179013226,1.915500530748078,2.8082882755847143,4.509844434803896,5.175235947742717
138,144,1.2275404741688,0.8680021934657086,0.14866084631597082,0.21811031867218833,0.5900042943411554,1.0301194299724152,1.6526589331782706,2.9116428501488576,3.4197088850062975
139,145,2.1508978468269966,1.241821450864953,0.44356684567601196,0.5862569243579328,1.2384148662339056,1.9172101903578431,2.81079478339313,4.513869648450534,5.179855049501674
140,146,1.8291953200159048,1.0560864104115861,0.3772240506083128,0.498572456123112,1.0531893371388865,1.630459537101133,2.390393700422621,3.8387454096380753,4.405121623459096
141,147,1.66017530320075,0.9585026582049215,0.3423680597366855,0.4525037154066921,0.9558732782550224,1.4798029640377015,2.1695182263716823,3.4840403616935594,3.9980826797647815
142,148,1.5856032592494216,0.9154484685556015,0.326989511490008,0.43217807456118024,0.9129371955530895,1.4133329162898693,2.072067428122677,3.327543628800649,3.818496104334071
143,149,1.0248748926854712,0.7246959864857319,0.1241171041775857,0.18210054507091908,0.4925952345940397,0.8600478456411544,1.3798067619185106,2.4309338195999786,2.8551187111851086
144,150,1.222945547166231,0.8647530894231348,0.14810437933884357,0.21729388857159682,0.5877957914683393,1.026263489020361,1.646472703625848,2.9007439945628164,3.4069082376734423
145,151,1.363701536091619,0.9642826036848952,0.16515058260302384,0.24230351900380181,0.6554486629359364,1.1443821841902329,1.8359749215901056,3.2346076653698788,3.7990293253890455
146,152,0.7186044285066927,0.7186044285066927,0.01819348893759281,0.036859588499591305,0.20672961126583303,0.4980986335573048,0.9961972671146097,2.1527464783963204,2.650845111953625
147,153,1.0163303938488122,1.0163303938488122,0.02573125776006193,0.0521309340867023,0.29238003399816104,0.7044665470136829,1.4089330940273659,3.044653761446724,3.749120308460407
148,154,1.3372341264480192,1.3372341264480192,0.03385583684345056,0.06859114371297723,0.38469828484981305,0.9269000644959858,1.8538001289919717,4.005995429898109,4.932895494394095
149,155,1.6095343359962848,1.6095343359962848,0.040749881262875445,0.08255831852312812,0.4630341734617124,1.1156441870102485,2.231288374020497,4.821733955737362,5.93737814274761
